Valår,Kod,Kommun,Styre,M,C,L,KD,S,V,MP,SD,ÖP
2002,580,Linköping,BL,,C,,,S,,,,
2003,580,Linköping,BL,,C,,,S,,,,
2004,580,Linköping,BL,,C,,,S,,,,
2005,580,Linköping,BL,,C,,,S,,,,
2002,581,Norrköping,V,,,,,S,V,,,
2003,581,Norrköping,V,,,,,S,V,,,
2004,581,Norrköping,V,,,,,S,V,,,
2005,581,Norrköping,V,,,,,S,V,,,
2002,582,Söderköping,B,M,C,L,KD,,,,,
2003,582,Söderköping,B,M,C,L,KD,,,,,
2004,582,Söderköping,B,M,C,L,KD,,,,,
2005,582,Söderköping,B,M,C,L,KD,,,,,
2002,583,Motala,V,,,,,S,V,,,
2003,583,Motala,V,,,,,S,V,,,
2004,583,Motala,V,,,,,S,V,,,
2005,583,Motala,V,,,,,S,V,,,
2002,584,Vadstena,BL,M,,,,S,,,,
2003,584,Vadstena,BL,M,,,,S,,,,
2004,584,Vadstena,BL,M,,,,S,,,,
2005,584,Vadstena,BL,M,,,,S,,,,
2002,586,Mjölby,V,,,,,S,V,,,
2003,586,Mjölby,V,,,,,S,V,,,
2004,586,Mjölby,V,,,,,S,V,,,
2005,586,Mjölby,V,,,,,S,V,,,
2002,604,Aneby,BL,,C,,,S,,,,
2003,604,Aneby,BL,,C,,,S,,,,
2004,604,Aneby,BL,,C,,,S,,,,
2005,604,Aneby,BL,,C,,,S,,,,
2002,617,Gnosjö,B,M,C,L,KD,,,,,
2003,617,Gnosjö,B,M,C,L,KD,,,,,
2004,617,Gnosjö,B,M,C,L,KD,,,,,
2005,617,Gnosjö,B,M,C,L,KD,,,,,
2002,642,Mullsjö,B,M,C,,KD,,,,,
2003,642,Mullsjö,B,M,C,,KD,,,,,
2004,642,Mullsjö,B,M,C,,KD,,,,,
2005,642,Mullsjö,B,M,C,,KD,,,,,
2002,643,Habo,B,M,C,L,KD,,,,,
2003,643,Habo,B,M,C,L,KD,,,,,
2004,643,Habo,B,M,C,L,KD,,,,,
2005,643,Habo,B,M,C,L,KD,,,,,
2002,662,Gislaved,BL,,C,,,S,,MP,,
2003,662,Gislaved,BL,,C,,,S,,MP,,
2004,662,Gislaved,BL,,C,,,S,,MP,,
2005,662,Gislaved,BL,,C,,,S,,MP,,
2002,665,Vaggeryd,B,M,C,L,KD,,,,,
2003,665,Vaggeryd,B,M,C,L,KD,,,,,
2004,665,Vaggeryd,B,M,C,L,KD,,,,,
2005,665,Vaggeryd,B,M,C,L,KD,,,,,
2002,680,Jönköping,BL,,C,,,S,,,,
2003,680,Jönköping,BL,,C,,,S,,,,
2004,680,Jönköping,BL,,C,,,S,,,,
2005,680,Jönköping,BL,,C,,,S,,,,
2002,682,Nässjö,BL,,C,L,,S,,,,
2003,682,Nässjö,BL,,C,L,,S,,,,
2004,682,Nässjö,BL,,C,L,,S,,,,
2005,682,Nässjö,BL,,C,L,,S,,,,
2002,683,Värnamo,B,M,C,L,KD,,,,,
2003,683,Värnamo,B,M,C,L,KD,,,,,
2004,683,Värnamo,B,M,C,L,KD,,,,,
2005,683,Värnamo,B,M,C,L,KD,,,,,
2002,684,Sävsjö,B,M,C,,KD,,,,,
2003,684,Sävsjö,B,M,C,,KD,,,,,
2004,684,Sävsjö,B,M,C,,KD,,,,,
2005,684,Sävsjö,B,M,C,,KD,,,,,
2002,685,Vetlanda,B,M,C,L,KD,,,,,
2003,685,Vetlanda,B,M,C,L,KD,,,,,
2004,685,Vetlanda,B,M,C,L,KD,,,,,
2005,685,Vetlanda,B,M,C,L,KD,,,,,
2002,686,Eksjö,BL,,C,L,KD,S,,MP,,
2003,686,Eksjö,BL,,C,L,KD,S,,MP,,
2004,686,Eksjö,BL,,C,L,KD,S,,MP,,
2005,686,Eksjö,BL,,C,L,KD,S,,MP,,
2002,687,Tranås,B,M,C,L,KD,,,,,
2003,687,Tranås,B,M,C,L,KD,,,,,
2004,687,Tranås,B,M,C,L,KD,,,,,
2005,687,Tranås,B,M,C,L,KD,,,,,
2002,760,Uppvidinge,V,,,,,S,V,,,
2003,760,Uppvidinge,V,,,,,S,V,,,
2004,760,Uppvidinge,V,,,,,S,V,,,
2005,760,Uppvidinge,V,,,,,S,V,,,
2002,761,Lessebo,V,,,,,S,,,,
2003,761,Lessebo,V,,,,,S,,,,
2004,761,Lessebo,V,,,,,S,,,,
2005,761,Lessebo,V,,,,,S,,,,
2002,763,Tingsryd,BL,,C,L,,S,,,,
2003,763,Tingsryd,BL,,C,L,,S,,,,
2004,763,Tingsryd,BL,,C,L,,S,,,,
2005,763,Tingsryd,BL,,C,L,,S,,,,
2002,764,Alvesta,B,M,C,L,KD,,,,,
2003,764,Alvesta,B,M,C,L,KD,,,,,
2004,764,Alvesta,B,M,C,L,KD,,,,,
2005,764,Alvesta,B,M,C,L,KD,,,,,
2002,765,Älmhult,BL,,,L,,S,V,MP,,
2003,765,Älmhult,BL,,,L,,S,V,MP,,
2004,765,Älmhult,BL,,,L,,S,V,MP,,
2005,765,Älmhult,BL,,,L,,S,V,MP,,
2002,767,Mark,B,M,C,L,KD,,,,,
2003,767,Mark,B,M,C,L,KD,,,,,
2004,767,Mark,B,M,C,L,KD,,,,,
2005,767,Mark,B,M,C,L,KD,,,,,
2002,780,Växjö,V,,,,,S,V,MP,,
2003,780,Växjö,V,,,,,S,V,MP,,
2004,780,Växjö,V,,,,,S,V,MP,,
2005,780,Växjö,V,,,,,S,V,MP,,
2002,781,Ljungby,BL,,C,L,,S,,,,
2003,781,Ljungby,BL,,C,L,,S,,,,
2004,781,Ljungby,BL,,C,L,,S,,,,
2005,781,Ljungby,BL,,C,L,,S,,,,
2002,821,Högsby,B,M,C,L,KD,,,,,
2003,821,Högsby,B,M,C,L,KD,,,,,
2004,821,Högsby,B,M,C,L,KD,,,,,
2005,821,Högsby,B,M,C,L,KD,,,,,
2002,834,Torsås,B,M,C,L,KD,,,MP,,
2003,834,Torsås,B,M,C,L,KD,,,MP,,
2004,834,Torsås,B,M,C,L,KD,,,MP,,
2005,834,Torsås,B,M,C,L,KD,,,MP,,
2002,840,Mörbylånga,B,M,C,L,KD,,,MP,,ÖP
2003,840,Mörbylånga,B,M,C,L,KD,,,MP,,ÖP
2004,840,Mörbylånga,B,M,C,L,KD,,,MP,,ÖP
2005,840,Mörbylånga,B,M,C,L,KD,,,MP,,ÖP
2002,860,Hultsfred,V,,,,,S,V,,,
2003,860,Hultsfred,V,,,,,S,V,,,
2004,860,Hultsfred,V,,,,,S,V,,,
2005,860,Hultsfred,V,,,,,S,V,,,
2002,861,Mönsterås,B,M,C,L,KD,,,,,
2003,861,Mönsterås,B,M,C,L,KD,,,,,
2004,861,Mönsterås,B,M,C,L,KD,,,,,
2005,861,Mönsterås,B,M,C,L,KD,,,,,
2002,862,Emmaboda,V,,,,,S,,,,
2003,862,Emmaboda,V,,,,,S,,,,
2004,862,Emmaboda,V,,,,,S,,,,
2005,862,Emmaboda,V,,,,,S,,,,
2002,880,Kalmar,V,,,,,S,V,MP,,
2003,880,Kalmar,V,,,,,S,V,MP,,
2004,880,Kalmar,V,,,,,S,V,MP,,
2005,880,Kalmar,V,,,,,S,V,MP,,
2002,881,Nybro,V,,,,,S,,,,
2003,881,Nybro,V,,,,,S,,,,
2004,881,Nybro,V,,,,,S,,,,
2005,881,Nybro,V,,,,,S,,,,
2002,882,Oskarshamn,V,,,,,S,,,,
2003,882,Oskarshamn,V,,,,,S,,,,
2004,882,Oskarshamn,V,,,,,S,,,,
2005,882,Oskarshamn,V,,,,,S,,,,
2002,883,Västervik,B,M,C,L,KD,,,,,ÖP
2003,883,Västervik,B,M,C,L,KD,,,,,ÖP
2004,883,Västervik,B,M,C,L,KD,,,,,ÖP
2005,883,Västervik,B,M,C,L,KD,,,,,ÖP
2002,884,Vimmerby,B,M,C,L,KD,,,,,
2003,884,Vimmerby,B,M,C,L,KD,,,,,
2004,884,Vimmerby,B,M,C,L,KD,,,,,
2005,884,Vimmerby,B,M,C,L,KD,,,,,
2002,885,Borgholm,B,M,C,L,KD,,,MP,,
2003,885,Borgholm,B,M,C,L,KD,,,MP,,
2004,885,Borgholm,B,M,C,L,KD,,,MP,,
2005,885,Borgholm,B,M,C,L,KD,,,MP,,
2002,980,Gotland,V,,,,,S,V,MP,,
2003,980,Gotland,V,,,,,S,V,MP,,
2004,980,Gotland,V,,,,,S,V,MP,,
2005,980,Gotland,V,,,,,S,V,MP,,
2002,1060,Olofström,V,,,,,S,V,,,
2003,1060,Olofström,V,,,,,S,V,,,
2004,1060,Olofström,V,,,,,S,V,,,
2005,1060,Olofström,V,,,,,S,V,,,
2002,1080,Karlskrona,V,,,,,S,V,MP,,
2003,1080,Karlskrona,V,,,,,S,V,MP,,
2004,1080,Karlskrona,V,,,,,S,V,MP,,
2005,1080,Karlskrona,V,,,,,S,V,MP,,
2002,1081,Ronneby,V,,,,,S,V,,,
2003,1081,Ronneby,V,,,,,S,V,,,
2004,1081,Ronneby,V,,,,,S,V,,,
2005,1081,Ronneby,V,,,,,S,V,,,
2002,1082,Karlshamn,BL,,,L,KD,S,,,,
2003,1082,Karlshamn,BL,,,L,KD,S,,,,
2004,1082,Karlshamn,BL,,,L,KD,S,,,,
2005,1082,Karlshamn,BL,,,L,KD,S,,,,
2002,1083,Sölvesborg,V,,,,,S,V,,,
2003,1083,Sölvesborg,V,,,,,S,V,,,
2004,1083,Sölvesborg,V,,,,,S,V,,,
2005,1083,Sölvesborg,V,,,,,S,V,,,
2002,1214,Svalöv,A,,C,L,KD,,,,,
2003,1214,Svalöv,A,,C,L,KD,,,,,
2004,1214,Svalöv,A,,C,L,KD,,,,,
2005,1214,Svalöv,A,,C,L,KD,,,,,
2002,1230,Staffanstorp,B,M,,L,KD,,,,,
2003,1230,Staffanstorp,B,M,,L,KD,,,,,
2004,1230,Staffanstorp,B,M,,L,KD,,,,,
2005,1230,Staffanstorp,B,M,,L,KD,,,,,
2002,1231,Burlöv,V,,,,,S,V,MP,,
2003,1231,Burlöv,V,,,,,S,V,MP,,
2004,1231,Burlöv,V,,,,,S,V,MP,,
2005,1231,Burlöv,V,,,,,S,V,MP,,
2002,1233,Vellinge,B,M,,,,,,,,
2003,1233,Vellinge,B,M,,,,,,,,
2004,1233,Vellinge,B,M,,,,,,,,
2005,1233,Vellinge,B,M,,,,,,,,
2002,1256,Östra Göinge,V,,,,,S,V,,,
2003,1256,Östra Göinge,V,,,,,S,V,,,
2004,1256,Östra Göinge,V,,,,,S,V,,,
2005,1256,Östra Göinge,V,,,,,S,V,,,
2002,1257,Örkelljunga,B,M,C,,KD,,,,,ÖP
2003,1257,Örkelljunga,B,M,C,,KD,,,,,ÖP
2004,1257,Örkelljunga,B,M,C,,KD,,,,,ÖP
2005,1257,Örkelljunga,B,M,C,,KD,,,,,ÖP
2002,1260,Bjuv,V,,,,,S,,,,
2003,1260,Bjuv,V,,,,,S,,,,
2004,1260,Bjuv,V,,,,,S,,,,
2005,1260,Bjuv,V,,,,,S,,,,
2002,1261,Kävlinge,BL,M,,,,S,V,,,
2003,1261,Kävlinge,BL,M,,,,S,V,,,
2004,1261,Kävlinge,BL,M,,,,S,V,,,
2005,1261,Kävlinge,BL,M,,,,S,V,,,
2002,1262,Lomma,B,M,C,L,KD,,,,,ÖP
2003,1262,Lomma,B,M,C,L,KD,,,,,ÖP
2004,1262,Lomma,B,M,C,L,KD,,,,,ÖP
2005,1262,Lomma,B,M,C,L,KD,,,,,ÖP
2002,1263,Svedala,BL,,,,,,,,,
2003,1263,Svedala,BL,,,,,,,,,
2004,1263,Svedala,BL,,,,,,,,,
2005,1263,Svedala,BL,,,,,,,,,
2002,1264,Skurup,B,M,C,L,KD,,,,,
2003,1264,Skurup,B,M,C,L,KD,,,,,
2004,1264,Skurup,B,M,C,L,KD,,,,,
2005,1264,Skurup,B,M,C,L,KD,,,,,
2002,1265,Sjöbo,B,M,C,L,KD,,,,,ÖP
2003,1265,Sjöbo,B,M,C,L,KD,,,,,ÖP
2004,1265,Sjöbo,B,M,C,L,KD,,,,,ÖP
2005,1265,Sjöbo,B,M,C,L,KD,,,,,ÖP
2002,1266,Hörby,B,M,C,L,KD,,,,,ÖP
2003,1266,Hörby,B,M,C,L,KD,,,,,ÖP
2004,1266,Hörby,B,M,C,L,KD,,,,,ÖP
2005,1266,Hörby,B,M,C,L,KD,,,,,ÖP
2002,1267,Höör,B,M,C,L,KD,,,,,ÖP
2003,1267,Höör,B,M,C,L,KD,,,,,ÖP
2004,1267,Höör,B,M,C,L,KD,,,,,ÖP
2005,1267,Höör,B,M,C,L,KD,,,,,ÖP
2002,1270,Tomelilla,B,M,C,L,KD,,,,,ÖP
2003,1270,Tomelilla,B,M,C,L,KD,,,,,ÖP
2004,1270,Tomelilla,B,M,C,L,KD,,,,,ÖP
2005,1270,Tomelilla,B,M,C,L,KD,,,,,ÖP
2002,1272,Bromölla,V,,,,,S,,,,
2003,1272,Bromölla,V,,,,,S,,,,
2004,1272,Bromölla,V,,,,,S,,,,
2005,1272,Bromölla,V,,,,,S,,,,
2002,1273,Osby,V,,,,,S,V,,,
2003,1273,Osby,V,,,,,S,V,,,
2004,1273,Osby,V,,,,,S,V,,,
2005,1273,Osby,V,,,,,S,V,,,
2002,1275,Perstorp,BL,,C,L,,S,,,,
2003,1275,Perstorp,BL,,C,L,,S,,,,
2004,1275,Perstorp,BL,,C,L,,S,,,,
2005,1275,Perstorp,BL,,C,L,,S,,,,
2002,1276,Klippan,B,M,C,L,KD,,,,,
2003,1276,Klippan,B,M,C,L,KD,,,,,
2004,1276,Klippan,B,M,C,L,KD,,,,,
2005,1276,Klippan,B,M,C,L,KD,,,,,
2002,1277,Åstorp,BL,,C,L,KD,S,,,,
2003,1277,Åstorp,BL,,C,L,KD,S,,,,
2004,1277,Åstorp,BL,,C,L,KD,S,,,,
2005,1277,Åstorp,BL,,C,L,KD,S,,,,
2002,1278,Båstad,B,M,C,L,,,,,,
2003,1278,Båstad,B,M,C,L,,,,,,
2004,1278,Båstad,B,M,C,L,,,,,,
2005,1278,Båstad,B,M,C,L,,,,,,
2002,1280,Malmö,V,,,,,S,V,,,
2003,1280,Malmö,V,,,,,S,V,,,
2004,1280,Malmö,V,,,,,S,V,,,
2005,1280,Malmö,V,,,,,S,V,,,
2002,1281,Lund,V,,,,,S,V,MP,,
2003,1281,Lund,V,,,,,S,V,MP,,
2004,1281,Lund,V,,,,,S,V,MP,,
2005,1281,Lund,V,,,,,S,V,MP,,
2002,1282,Landskrona,V,,,,,S,V,,,
2003,1282,Landskrona,V,,,,,S,V,,,
2004,1282,Landskrona,V,,,,,S,V,,,
2005,1282,Landskrona,V,,,,,S,V,,,
2002,1283,Helsingborg,V,,,,,S,V,,,
2003,1283,Helsingborg,V,,,,,S,V,,,
2004,1283,Helsingborg,V,,,,,S,V,,,
2005,1283,Helsingborg,V,,,,,S,V,,,
2002,1284,Höganäs,B,M,C,L,KD,,,,,
2003,1284,Höganäs,B,M,C,L,KD,,,,,
2004,1284,Höganäs,B,M,C,L,KD,,,,,
2005,1284,Höganäs,B,M,C,L,KD,,,,,
2002,1285,Eslöv,V,,,,,S,V,MP,,
2003,1285,Eslöv,V,,,,,S,V,MP,,
2004,1285,Eslöv,V,,,,,S,V,MP,,
2005,1285,Eslöv,V,,,,,S,V,MP,,
2002,1286,Ystad,V,,,,,S,V,MP,,ÖP
2003,1286,Ystad,V,,,,,S,V,MP,,ÖP
2004,1286,Ystad,V,,,,,S,V,MP,,ÖP
2005,1286,Ystad,V,,,,,S,V,MP,,ÖP
2002,1287,Trelleborg,BL,M,,,,S,,,,
2003,1287,Trelleborg,BL,M,,,,S,,,,
2004,1287,Trelleborg,BL,M,,,,S,,,,
2005,1287,Trelleborg,BL,M,,,,S,,,,
2002,1290,Kristianstad,BL,,,,KD,S,,MP,,
2003,1290,Kristianstad,BL,,,,KD,S,,MP,,
2004,1290,Kristianstad,BL,,,,KD,S,,MP,,
2005,1290,Kristianstad,BL,,,,KD,S,,MP,,
2002,1291,Simrishamn,B,M,C,L,KD,,,,,ÖP
2003,1291,Simrishamn,B,M,C,L,KD,,,,,ÖP
2004,1291,Simrishamn,B,M,C,L,KD,,,,,ÖP
2005,1291,Simrishamn,B,M,C,L,KD,,,,,ÖP
2002,1292,Ängelholm,B,M,C,L,KD,,,,,ÖP
2003,1292,Ängelholm,B,M,C,L,KD,,,,,ÖP
2004,1292,Ängelholm,B,M,C,L,KD,,,,,ÖP
2005,1292,Ängelholm,B,M,C,L,KD,,,,,ÖP
2002,1293,Hässleholm,BL,,C,,,S,V,,,
2003,1293,Hässleholm,BL,,C,,,S,V,,,
2004,1293,Hässleholm,BL,,C,,,S,V,,,
2005,1293,Hässleholm,BL,,C,,,S,V,,,
2002,1315,Hylte,BL,M,C,L,,S,V,,,
2003,1315,Hylte,BL,M,C,L,,S,V,,,
2004,1315,Hylte,BL,M,C,L,,S,V,,,
2005,1315,Hylte,BL,M,C,L,,S,V,,,
2002,1380,Halmstad,V,,,,,S,V,,,ÖP
2003,1380,Halmstad,V,,,,,S,V,,,ÖP
2004,1380,Halmstad,V,,,,,S,V,,,ÖP
2005,1380,Halmstad,V,,,,,S,V,,,ÖP
2002,1381,Laholm,B,M,C,L,KD,,,,,
2003,1381,Laholm,B,M,C,L,KD,,,,,
2004,1381,Laholm,B,M,C,L,KD,,,,,
2005,1381,Laholm,B,M,C,L,KD,,,,,
2002,1382,Falkenberg,B,M,C,L,KD,,,MP,,
2003,1382,Falkenberg,B,M,C,L,KD,,,MP,,
2004,1382,Falkenberg,B,M,C,L,KD,,,MP,,
2005,1382,Falkenberg,B,M,C,L,KD,,,MP,,
2002,1383,Varberg,B,M,C,L,KD,,,,,ÖP
2003,1383,Varberg,B,M,C,L,KD,,,,,ÖP
2004,1383,Varberg,B,M,C,L,KD,,,,,ÖP
2005,1383,Varberg,B,M,C,L,KD,,,,,ÖP
2002,1384,Kungsbacka,B,M,C,L,KD,,,,,ÖP
2003,1384,Kungsbacka,B,M,C,L,KD,,,,,ÖP
2004,1384,Kungsbacka,B,M,C,L,KD,,,,,ÖP
2005,1384,Kungsbacka,B,M,C,L,KD,,,,,ÖP
2002,1401,Härryda,A,M,C,L,KD,,,,,
2003,1401,Härryda,A,M,C,L,KD,,,,,
2004,1401,Härryda,A,M,C,L,KD,,,,,
2005,1401,Härryda,A,M,C,L,KD,,,,,
2002,1402,Partille,B,M,,L,KD,,,MP,,
2003,1402,Partille,B,M,,L,KD,,,MP,,
2004,1402,Partille,B,M,,L,KD,,,MP,,
2005,1402,Partille,B,M,,L,KD,,,MP,,
2002,1407,Öckerö,B,M,,,KD,,,,,
2003,1407,Öckerö,B,M,,,KD,,,,,
2004,1407,Öckerö,B,M,,,KD,,,,,
2005,1407,Öckerö,B,M,,,KD,,,,,
2002,1415,Stenungsund,BL,,C,,,S,V,MP,,
2003,1415,Stenungsund,BL,,C,,,S,V,MP,,
2004,1415,Stenungsund,BL,,C,,,S,V,MP,,
2005,1415,Stenungsund,BL,,C,,,S,V,MP,,
2002,1419,Tjörn,BL,,,,KD,S,,,,ÖP
2003,1419,Tjörn,BL,,,,KD,S,,,,ÖP
2004,1419,Tjörn,BL,,,,KD,S,,,,ÖP
2005,1419,Tjörn,BL,,,,KD,S,,,,ÖP
2002,1421,Orust,BL,M,,,,S,,,,ÖP
2003,1421,Orust,BL,M,,,,S,,,,ÖP
2004,1421,Orust,BL,M,,,,S,,,,ÖP
2005,1421,Orust,BL,M,,,,S,,,,ÖP
2002,1427,Sotenäs,BL,,C,,,S,V,MP,,
2003,1427,Sotenäs,BL,,C,,,S,V,MP,,
2004,1427,Sotenäs,BL,,C,,,S,V,MP,,
2005,1427,Sotenäs,BL,,C,,,S,V,MP,,
2002,1430,Munkedal,BL,,,,KD,S,V,,,
2003,1430,Munkedal,BL,,,,KD,S,V,,,
2004,1430,Munkedal,BL,,,,KD,S,V,,,
2005,1430,Munkedal,BL,,,,KD,S,V,,,
2002,1435,Tanum,B,M,C,L,KD,,,,,
2003,1435,Tanum,B,M,C,L,KD,,,,,
2004,1435,Tanum,B,M,C,L,KD,,,,,
2005,1435,Tanum,B,M,C,L,KD,,,,,
2002,1438,Dals-Ed,B,M,C,L,KD,,,,,
2003,1438,Dals-Ed,B,M,C,L,KD,,,,,
2004,1438,Dals-Ed,B,M,C,L,KD,,,,,
2005,1438,Dals-Ed,B,M,C,L,KD,,,,,
2002,1439,Färgelanda,BL,,,L,KD,S,,,,
2003,1439,Färgelanda,BL,,,L,KD,S,,,,
2004,1439,Färgelanda,BL,,,L,KD,S,,,,
2005,1439,Färgelanda,BL,,,L,KD,S,,,,
2002,1440,Ale,V,,,,,S,V,,,
2003,1440,Ale,V,,,,,S,V,,,
2004,1440,Ale,V,,,,,S,V,,,
2005,1440,Ale,V,,,,,S,V,,,
2002,1441,Lerum,B,M,C,L,KD,,,,,
2003,1441,Lerum,B,M,C,L,KD,,,,,
2004,1441,Lerum,B,M,C,L,KD,,,,,
2005,1441,Lerum,B,M,C,L,KD,,,,,
2002,1442,Vårgårda,BL,,,,,,,,,
2003,1442,Vårgårda,BL,,,,,,,,,
2004,1442,Vårgårda,BL,,,,,,,,,
2005,1442,Vårgårda,BL,,,,,,,,,
2002,1443,Bollebygd,B,M,C,L,KD,,,,,
2003,1443,Bollebygd,B,M,C,L,KD,,,,,
2004,1443,Bollebygd,B,M,C,L,KD,,,,,
2005,1443,Bollebygd,B,M,C,L,KD,,,,,
2002,1444,Grästorp,BL,,C,,,S,,,,
2003,1444,Grästorp,BL,,C,,,S,,,,
2004,1444,Grästorp,BL,,C,,,S,,,,
2005,1444,Grästorp,BL,,C,,,S,,,,
2002,1445,Essunga,B,M,C,,KD,,,,,
2003,1445,Essunga,B,M,C,,KD,,,,,
2004,1445,Essunga,B,M,C,,KD,,,,,
2005,1445,Essunga,B,M,C,,KD,,,,,
2002,1446,Karlsborg,V,,,,,S,,,,
2003,1446,Karlsborg,V,,,,,S,,,,
2004,1446,Karlsborg,V,,,,,S,,,,
2005,1446,Karlsborg,V,,,,,S,,,,
2002,1447,Gullspång,B,M,C,L,KD,,,,,ÖP
2003,1447,Gullspång,B,M,C,L,KD,,,,,ÖP
2004,1447,Gullspång,B,M,C,L,KD,,,,,ÖP
2005,1447,Gullspång,B,M,C,L,KD,,,,,ÖP
2002,1452,Tranemo,B,M,C,L,KD,,,,,
2003,1452,Tranemo,B,M,C,L,KD,,,,,
2004,1452,Tranemo,B,M,C,L,KD,,,,,
2005,1452,Tranemo,B,M,C,L,KD,,,,,
2002,1460,Bengtsfors,BL,,,L,,S,,,,
2003,1460,Bengtsfors,BL,,,L,,S,,,,
2004,1460,Bengtsfors,BL,,,L,,S,,,,
2005,1460,Bengtsfors,BL,,,L,,S,,,,
2002,1461,Mellerud,BL,M,C,,,S,,,,
2003,1461,Mellerud,BL,M,C,,,S,,,,
2004,1461,Mellerud,BL,M,C,,,S,,,,
2005,1461,Mellerud,BL,M,C,,,S,,,,
2002,1462,Lilla Edet,B,M,C,L,KD,,,MP,,
2003,1462,Lilla Edet,B,M,C,L,KD,,,MP,,
2004,1462,Lilla Edet,B,M,C,L,KD,,,MP,,
2005,1462,Lilla Edet,B,M,C,L,KD,,,MP,,
2002,1463,Mark,B,M,C,L,KD,,,MP,,ÖP
2003,1463,Mark,B,M,C,L,KD,,,MP,,ÖP
2004,1463,Mark,B,M,C,L,KD,,,MP,,ÖP
2005,1463,Mark,B,M,C,L,KD,,,MP,,ÖP
2002,1465,Svenljunga,B,M,C,L,KD,,,,,
2003,1465,Svenljunga,B,M,C,L,KD,,,,,
2004,1465,Svenljunga,B,M,C,L,KD,,,,,
2005,1465,Svenljunga,B,M,C,L,KD,,,,,
2002,1466,Herrljunga,B,M,C,L,KD,,,,,
2003,1466,Herrljunga,B,M,C,L,KD,,,,,
2004,1466,Herrljunga,B,M,C,L,KD,,,,,
2005,1466,Herrljunga,B,M,C,L,KD,,,,,
2002,1470,Vara,B,M,C,L,,,,,,
2003,1470,Vara,B,M,C,L,,,,,,
2004,1470,Vara,B,M,C,L,,,,,,
2005,1470,Vara,B,M,C,L,,,,,,
2002,1471,Götene,B,M,C,L,KD,,,MP,,
2003,1471,Götene,B,M,C,L,KD,,,MP,,
2004,1471,Götene,B,M,C,L,KD,,,MP,,
2005,1471,Götene,B,M,C,L,KD,,,MP,,
2002,1472,Tibro,B,M,C,L,KD,,,,,
2003,1472,Tibro,B,M,C,L,KD,,,,,
2004,1472,Tibro,B,M,C,L,KD,,,,,
2005,1472,Tibro,B,M,C,L,KD,,,,,
2002,1473,Töreboda,BL,,C,,,S,V,MP,,
2003,1473,Töreboda,BL,,C,,,S,V,MP,,
2004,1473,Töreboda,BL,,C,,,S,V,MP,,
2005,1473,Töreboda,BL,,C,,,S,V,MP,,
2002,1480,Göteborg,V,,,,,S,V,MP,,
2003,1480,Göteborg,V,,,,,S,V,MP,,
2004,1480,Göteborg,V,,,,,S,V,MP,,
2005,1480,Göteborg,V,,,,,S,V,MP,,
2002,1481,Mölndal,V,,,,,S,V,MP,,ÖP
2003,1481,Mölndal,V,,,,,S,V,MP,,ÖP
2004,1481,Mölndal,V,,,,,S,V,MP,,ÖP
2005,1481,Mölndal,V,,,,,S,V,MP,,ÖP
2002,1482,Kungälv,V,,,,,S,V,MP,,
2003,1482,Kungälv,V,,,,,S,V,MP,,
2004,1482,Kungälv,V,,,,,S,V,MP,,
2005,1482,Kungälv,V,,,,,S,V,MP,,
2002,1484,Lysekil,V,,,,,S,V,MP,,
2003,1484,Lysekil,V,,,,,S,V,MP,,
2004,1484,Lysekil,V,,,,,S,V,MP,,
2005,1484,Lysekil,V,,,,,S,V,MP,,
2002,1485,Uddevalla,V,,,,,S,V,,,
2003,1485,Uddevalla,V,,,,,S,V,,,
2004,1485,Uddevalla,V,,,,,S,V,,,
2005,1485,Uddevalla,V,,,,,S,V,,,
2002,1486,Strömstad,B,M,C,L,KD,,,,,
2003,1486,Strömstad,B,M,C,L,KD,,,,,
2004,1486,Strömstad,B,M,C,L,KD,,,,,
2005,1486,Strömstad,B,M,C,L,KD,,,,,
2002,1487,Vänersborg,BL,,C,,,S,,,,
2003,1487,Vänersborg,BL,,C,,,S,,,,
2004,1487,Vänersborg,BL,,C,,,S,,,,
2005,1487,Vänersborg,BL,,C,,,S,,,,
2002,1488,Trollhättan,V,,,,,S,V,,,
2003,1488,Trollhättan,V,,,,,S,V,,,
2004,1488,Trollhättan,V,,,,,S,V,,,
2005,1488,Trollhättan,V,,,,,S,V,,,
2002,1489,Alingsås,B,M,,L,KD,,,MP,,
2003,1489,Alingsås,B,M,,L,KD,,,MP,,
2004,1489,Alingsås,B,M,,L,KD,,,MP,,
2005,1489,Alingsås,B,M,,L,KD,,,MP,,
2002,1490,Borås,B,M,C,L,KD,,,MP,,ÖP
2003,1490,Borås,B,M,C,L,KD,,,MP,,ÖP
2004,1490,Borås,B,M,C,L,KD,,,MP,,ÖP
2005,1490,Borås,B,M,C,L,KD,,,MP,,ÖP
2002,1491,Ulricehamn,B,M,C,L,KD,,,,,
2003,1491,Ulricehamn,B,M,C,L,KD,,,,,
2004,1491,Ulricehamn,B,M,C,L,KD,,,,,
2005,1491,Ulricehamn,B,M,C,L,KD,,,,,
2002,1492,Åmål,B,,C,L,KD,,,,,
2003,1492,Åmål,B,,C,L,KD,,,,,
2004,1492,Åmål,B,,C,L,KD,,,,,
2005,1492,Åmål,B,,C,L,KD,,,,,
2002,1493,Mariestad,B,M,C,L,KD,,,,,ÖP
2003,1493,Mariestad,B,M,C,L,KD,,,,,ÖP
2004,1493,Mariestad,B,M,C,L,KD,,,,,ÖP
